Label,Name,Type,Length,Unique,Externalid,Precision,Picklistvalues,Calculatedformula,Defaultvalue,Controllername,Relationshipname,Referenceto,Inlinehelptext,Nillable,Createable,Custom,Dependentpicklist
"About Me","AboutMe","textarea","1000","","","","","","","","","","","True","True","",""
"Account ID","AccountId","reference","18","","","","","","","","Account","Account","","True","","",""
"Active","IsActive","boolean","","","","","","","","","","","","","True","",""
"ActivityRemindersPopup","UserPreferencesActivityRemindersPopup","boolean","","","","","","","","","","","","","True","",""
"Address","Address","address","","","","","","","","","","","","True","","",""
"Admin Info Emails","ReceivesAdminInfoEmails","boolean","","","","","","","","","","","","","True","",""
"Alias","Alias","string","8","","","","","","","","","","","","True","",""
"Allow Forecasting","ForecastEnabled","boolean","","","","","","","","","","","","","True","",""
"Apex Mobile User","UserPermissionsMobileUser","boolean","","","","","","","","","","","","","True","",""
"ApexPagesDeveloperMode","UserPreferencesApexPagesDeveloperMode","boolean","","","","","","","","","","","","","True","",""
"Auto-login To Call Center","UserPermissionsCallCenterAutoLogin","boolean","","","","","","","","","","","","","True","",""
"AutoBcc","EmailPreferencesAutoBcc","boolean","","","","","","","","","","","","","True","",""
"AutoBccStayInTouch","EmailPreferencesAutoBccStayInTouch","boolean","","","","","","","","","","","","","True","",""
"Call Center ID","CallCenterId","reference","18","","","","","","","","","CallCenter","","True","True","",""
"Cell","MobilePhone","phone","40","","","","","","","","","","","True","True","",""
"Chatter Answers User","UserPermissionsChatterAnswersUser","boolean","","","","","","","","","","","","","True","",""
"Chatter Email Highlights Frequency","DigestFrequency","picklist","40","","","","D
W
N
","","","","","","","","True","",""
"City","City","string","40","","","","","","","","","","","True","True","",""
"Company Name","CompanyName","string","80","","","","","","","","","","","True","True","",""
"Contact ID","ContactId","reference","18","","","","","","","","Contact","Contact","","True","True","",""
"ContentEmailAsAndWhen","UserPreferencesContentEmailAsAndWhen","boolean","","","","","","","","","","","","","True","",""
"ContentNoEmail","UserPreferencesContentNoEmail","boolean","","","","","","","","","","","","","True","",""
"Country","Country","string","80","","","","","","","","","","","True","True","",""
"Country Code","CountryCode","picklist","10","","","","AF
AX
AL
DZ
AD
AO
AI
AQ
AG
AR
AM
AW
AU
AT
AZ
BS
BH
BD
BB
BY
BE
BZ
BJ
BM
BT
BO
BQ
BA
BW
BV
BR
IO
BN
BG
BF
BI
KH
CM
CA
CV
KY
CF
TD
CL
CN
CX
CC
CO
KM
CG
CD
CK
CR
CI
HR
CU
CW
CY
CZ
DK
DJ
DM
DO
EC
EG
SV
GQ
ER
EE
ET
FK
FO
FJ
FI
FR
GF
PF
TF
GA
GM
GE
DE
GH
GI
GR
GL
GD
GP
GT
GG
GN
GW
GY
HT
HM
VA
HN
HU
IS
IN
ID
IR
IQ
IE
IM
IL
IT
JM
JP
JE
JO
KZ
KE
KI
KP
KR
KW
KG
LA
LV
LB
LS
LR
LY
LI
LT
LU
MO
MK
MG
MW
MY
MV
ML
MT
MQ
MR
MU
YT
MX
MD
MC
MN
ME
MS
MA
MZ
MM
NA
NR
NP
NL
NC
NZ
NI
NE
NG
NU
NF
NO
OM
PK
PS
PA
PG
PY
PE
PH
PN
PL
PT
QA
RE
RO
RU
RW
BL
SH
KN
LC
MF
PM
VC
WS
SM
ST
SA
SN
RS
SC
SL
SG
SX
SK
SI
SB
SO
ZA
GS
SS
ES
LK
SD
SR
SJ
SZ
SE
CH
SY
TW
TJ
TZ
TH
TL
TG
TK
TO
TT
TN
TR
TM
TC
TV
UG
UA
AE
GB
US
UY
UZ
VU
VE
VN
VG
WF
EH
YE
ZM
ZW
","","","","","","","True","True","",""
"Created By ID","CreatedById","reference","18","","","","","","","","CreatedBy","User","","","","",""
"Created Date","CreatedDate","datetime","","","","","","","","","","","","","","",""
"Data.com Monthly Addition Limit","JigsawImportLimitOverride","int","","","","","","","","","","","","True","True","",""
"Data.com User","UserPermissionsJigsawProspectingUser","boolean","","","","","","","","","","","","","True","",""
"Default Notification Frequency when Joining Groups","DefaultGroupNotificationFrequency","picklist","40","","","","P
D
W
N
","","","","","","","","True","",""
"Delegated Approver ID","DelegatedApproverId","reference","18","","","","","","","","","Group","","True","True","",""
"Department","Department","string","80","","","","","","","","","","","True","True","",""
"DisCommentAfterLikeEmail","UserPreferencesDisCommentAfterLikeEmail","boolean","","","","","","","","","","","","","True","",""
"DisMentionsCommentEmail","UserPreferencesDisMentionsCommentEmail","boolean","","","","","","","","","","","","","True","",""
"DisProfPostCommentEmail","UserPreferencesDisProfPostCommentEmail","boolean","","","","","","","","","","","","","True","",""
"DisableAllFeedsEmail","UserPreferencesDisableAllFeedsEmail","boolean","","","","","","","","","","","","","True","",""
"DisableBookmarkEmail","UserPreferencesDisableBookmarkEmail","boolean","","","","","","","","","","","","","True","",""
"DisableChangeCommentEmail","UserPreferencesDisableChangeCommentEmail","boolean","","","","","","","","","","","","","True","",""
"DisableCoachingEmail","UserPreferencesDisableCoachingEmail","boolean","","","","","","","","","","","","","True","",""
"DisableEndorsementEmail","UserPreferencesDisableEndorsementEmail","boolean","","","","","","","","","","","","","True","",""
"DisableFeedbackEmail","UserPreferencesDisableFeedbackEmail","boolean","","","","","","","","","","","","","True","",""
"DisableFileShareNotificationsForApi","UserPreferencesDisableFileShareNotificationsForApi","boolean","","","","","","","","","","","","","True","",""
"DisableFollowersEmail","UserPreferencesDisableFollowersEmail","boolean","","","","","","","","","","","","","True","",""
"DisableGoalEmail","UserPreferencesDisableGoalEmail","boolean","","","","","","","","","","","","","True","",""
"DisableLaterCommentEmail","UserPreferencesDisableLaterCommentEmail","boolean","","","","","","","","","","","","","True","",""
"DisableLikeEmail","UserPreferencesDisableLikeEmail","boolean","","","","","","","","","","","","","True","",""
"DisableMentionsPostEmail","UserPreferencesDisableMentionsPostEmail","boolean","","","","","","","","","","","","","True","",""
"DisableMessageEmail","UserPreferencesDisableMessageEmail","boolean","","","","","","","","","","","","","True","",""
"DisableProfilePostEmail","UserPreferencesDisableProfilePostEmail","boolean","","","","","","","","","","","","","True","",""
"DisableSharePostEmail","UserPreferencesDisableSharePostEmail","boolean","","","","","","","","","","","","","True","",""
"DisableWorkEmail","UserPreferencesDisableWorkEmail","boolean","","","","","","","","","","","","","True","",""
"Division","Division","string","80","","","","","","","","","","","True","True","",""
"E-mail","Email","email","128","","","","","","","","","","","","True","",""
"Email Encoding","EmailEncodingKey","picklist","40","","","","UTF-8
ISO-8859-1
Shift_JIS
ISO-2022-JP
EUC-JP
ks_c_5601-1987
Big5
GB2312
Big5-HKSCS
x-SJIS_0213
","","","","","","","","True","",""
"Email Sender Address","SenderEmail","email","80","","","","","","","","","","","True","True","",""
"Email Sender Name","SenderName","string","80","","","","","","","","","","","True","True","",""
"Email Signature","Signature","string","1333","","","","","","","","","","","True","True","",""
"Employee Number","EmployeeNumber","string","20","","","","","","","","","","","True","True","",""
"EnableAutoSubForFeeds","UserPreferencesEnableAutoSubForFeeds","boolean","","","","","","","","","","","","","True","",""
"EventRemindersCheckboxDefault","UserPreferencesEventRemindersCheckboxDefault","boolean","","","","","","","","","","","","","True","",""
"Extension","Extension","phone","40","","","","","","","","","","","True","True","",""
"Fax","Fax","phone","40","","","","","","","","","","","True","True","",""
"First Name","FirstName","string","40","","","","","","","","","","","True","True","",""
"Force.com Flow User","UserPermissionsInteractionUser","boolean","","","","","","","","","","","","","True","",""
"Full Name","Name","string","121","","","","","","","","","","","","","",""
"HideCSNDesktopTask","UserPreferencesHideCSNDesktopTask","boolean","","","","","","","","","","","","","True","",""
"HideCSNGetChatterMobileTask","UserPreferencesHideCSNGetChatterMobileTask","boolean","","","","","","","","","","","","","True","",""
"HideChatterOnboardingSplash","UserPreferencesHideChatterOnboardingSplash","boolean","","","","","","","","","","","","","True","",""
"HideS1BrowserUI","UserPreferencesHideS1BrowserUI","boolean","","","","","","","","","","","","","True","",""
"HideSecondChatterOnboardingSplash","UserPreferencesHideSecondChatterOnboardingSplash","boolean","","","","","","","","","","","","","True","",""
"Info Emails","ReceivesInfoEmails","boolean","","","","","","","","","","","","","True","",""
"JigsawListUser","UserPreferencesJigsawListUser","boolean","","","","","","","","","","","","","True","",""
"Knowledge User","UserPermissionsKnowledgeUser","boolean","","","","","","","","","","","","","True","",""
"Language","LanguageLocaleKey","picklist","40","","","","en_US
de
es
fr
it
ja
sv
ko
zh_TW
zh_CN
pt_BR
nl_NL
da
th
fi
ru
es_MX
no
","","","","","","","","True","",""
"Last Login","LastLoginDate","datetime","","","","","","","","","","","","True","","",""
"Last Modified By ID","LastModifiedById","reference","18","","","","","","","","LastModifiedBy","User","","","","",""
"Last Modified Date","LastModifiedDate","datetime","","","","","","","","","","","","","","",""
"Last Name","LastName","string","80","","","","","","","","","","","","True","",""
"Last Password Change or Reset","LastPasswordChangeDate","datetime","","","","","","","","","","","","True","","",""
"Last Referenced Date","LastReferencedDate","datetime","","","","","","","","","","","","True","","",""
"Last Viewed Date","LastViewedDate","datetime","","","","","","","","","","","","True","","",""
"Latitude","Latitude","double","","","","18","","","","","","","","True","True","",""
"Locale","LocaleSidKey","picklist","40","","","","sq_AL
ar_BH
ar_EG
ar_JO
ar_KW
ar_LB
ar_QA
ar_SA
ar_AE
hy_AM
az_AZ
eu_ES
be_BY
bn_BD
bs_BA
bg_BG
ca_ES
zh_CN_PINYIN
zh_CN_STROKE
zh_CN
zh_HK_STROKE
zh_HK
zh_MO
zh_SG
zh_TW_STROKE
zh_TW
hr_HR
cs_CZ
da_DK
nl_BE
nl_NL
nl_SR
en_AU
en_BB
en_BM
en_CA
en_GH
en_IN
en_ID
en_IE
en_MY
en_NZ
en_NG
en_PK
en_PH
en_SG
en_ZA
en_GB
en_US
et_EE
fi_FI
fr_BE
fr_CA
fr_FR
fr_LU
fr_MC
fr_CH
ka_GE
de_AT
de_DE
de_LU
de_CH
el_GR
iw_IL
hi_IN
hu_HU
is_IS
in_ID
ga_IE
it_IT
it_CH
ja_JP
kk_KZ
km_KH
ky_KG
ko_KR
lv_LV
lt_LT
lb_LU
mk_MK
ms_BN
ms_MY
mt_MT
sh_ME
no_NO
pl_PL
pt_AO
pt_BR
pt_PT
ro_MD
ro_RO
rm_CH
ru_RU
sr_BA
sh_BA
sh_CS
sr_CS
sk_SK
sl_SI
es_AR
es_BO
es_CL
es_CO
es_CR
es_DO
es_EC
es_SV
es_GT
es_HN
es_MX
es_PA
es_PY
es_PE
es_PR
es_ES
es_UY
es_VE
sv_SE
tl_PH
tg_TJ
ta_IN
th_TH
tr_TR
uk_UA
ur_PK
vi_VN
cy_GB
","","","","","","","","True","",""
"Longitude","Longitude","double","","","","18","","","","","","","","True","True","",""
